date,country,product_identifier,store,platform,product_duration,transactions,proceeds,new_revenue,renewal_revenue,trials_started,trials_converted,avg_trial_duration_days
2023-10-19,CH,lists_4799_1y,app_store,iOS,P1Y,1,100.779,100.779,0.0,0,0,
2023-10-19,US,lists_4799_1y,app_store,iOS,P1Y,1,100.779,100.779,0.0,0,0,
2023-10-23,US,lists_499_1m,app_store,iOS,P1M,3,27.943999999999996,20.958,6.986,0,0,
2023-10-24,US,lists_499_1m,app_store,iOS,P1M,2,13.972,13.972,0.0,0,0,
2023-10-25,ES,lists_499_1m,app_store,iOS,P1M,1,7.3703897546993957,0.0,7.3703897546993957,0,0,
2023-10-25,US,lists_499_1m,app_store,iOS,P1M,1,17.465,0.0,17.465,0,0,
2023-10-26,GB,lists_499_1m,app_store,iOS,P1M,1,10.477146615772448,0.0,10.477146615772448,0,0,
2023-10-26,US,lists_499_1m,app_store,iOS,P1M,3,27.943999999999996,10.479,17.465,0,0,
2023-10-27,GB,lists_499_1m,app_store,iOS,P1M,1,10.506187462454719,0.0,10.506187462454719,0,0,
2023-10-27,US,lists_499_1m,app_store,iOS,P1M,2,20.958,6.986,13.972,0,0,
2023-10-28,US,lists_499_1m,app_store,iOS,P1M,1,10.479,0.0,10.479,0,0,
2023-10-29,US,lists_499_1m,app_store,iOS,P1M,3,27.943999999999996,6.986,20.958,0,0,
2023-10-30,US,lists_499_1m,app_store,iOS,P1M,2,24.450999999999997,10.479,13.972,0,0,
2023-10-30,US,lists_4799_1y,app_store,iOS,P1Y,1,67.185999999999993,67.185999999999993,0.0,0,0,
2023-10-31,GB,lists_499_1m,app_store,iOS,P1M,1,10.527357031329803,0.0,10.527357031329803,0,0,
2023-10-31,US,lists_499_1m,app_store,iOS,P1M,2,17.465,10.479,6.986,0,0,
2023-11-01,GB,lists_499_1m,app_store,iOS,P1M,1,14.015546834779062,14.015546834779062,0.0,0,0,
2023-11-01,ES,lists_499_1m,app_store,iOS,P1M,1,7.3278795299451662,0.0,7.3278795299451662,0,0,
2023-11-01,US,lists_499_1m,app_store,iOS,P1M,3,31.436999999999994,13.972,17.465,0,0,
2023-11-02,US,lists_499_1m,app_store,iOS,P1M,2,27.943999999999996,0.0,27.943999999999996,0,0,
2023-11-03,US,lists_499_1m,app_store,iOS,P1M,2,13.972,13.972,0.0,0,0,
2023-11-03,US,lists_4799_1y,app_store,iOS,P1Y,1,67.185999999999993,67.185999999999993,0.0,0,0,
2023-11-04,US,lists_499_1m,app_store,iOS,P1M,3,27.943999999999996,0.0,27.943999999999996,0,0,
2023-11-05,US,lists_499_1m,app_store,iOS,P1M,2,20.958,0.0,20.958,0,0,
2023-11-05,DK,lists_4799_1y,app_store,iOS,P1Y,1,33.592999999999996,33.592999999999996,0.0,0,0,
2023-11-05,US,lists_4799_1y,app_store,iOS,P1Y,1,67.185999999999993,67.185999999999993,0.0,0,0,
2023-11-06,US,lists_499_1m,app_store,iOS,P1M,1,13.972,0.0,13.972,0,0,
2023-11-07,US,lists_499_1m,app_store,iOS,P1M,3,52.395,0.0,52.395,0,0,
2023-11-08,US,lists_499_1m,app_store,iOS,P1M,4,34.929999999999993,6.986,27.943999999999996,0,0,
2023-11-09,GB,lists_499_1m,app_store,iOS,P1M,1,10.640418628089627,0.0,10.640418628089627,0,0,
2023-11-09,US,lists_499_1m,app_store,iOS,P1M,3,24.450999999999997,10.479,13.972,0,0,
2023-11-09,US,lists_4799_1y,app_store,iOS,P1Y,1,67.185999999999993,67.185999999999993,0.0,0,0,
2023-11-10,US,lists_499_1m,app_store,iOS,P1M,5,48.902,13.972,34.929999999999993,0,0,
2023-11-11,US,lists_499_1m,app_store,iOS,P1M,2,13.972,6.986,6.986,0,0,
2023-11-13,US,lists_499_1m,app_store,iOS,P1M,2,20.958,0.0,20.958,0,0,
2023-11-14,DO,lists_499_1m,app_store,iOS,P1M,1,10.479,10.479,0.0,0,0,
2023-11-14,US,lists_499_1m,app_store,iOS,P1M,1,6.986,6.986,0.0,0,0,
2023-11-15,US,lists_499_1m,app_store,iOS,P1M,1,10.479,0.0,10.479,0,0,
2023-11-17,US,lists_499_1m,app_store,iOS,P1M,1,6.986,0.0,6.986,0,0,
2023-11-18,US,lists_499_1m,app_store,iOS,P1M,3,20.958,0.0,20.958,0,0,
2023-11-19,US,lists_499_1m,app_store,iOS,P1M,2,20.958,0.0,20.958,0,0,
2023-11-20,US,lists_4799_1y,app_store,iOS,P1Y,1,67.185999999999993,67.185999999999993,0.0,0,0,
2023-11-20,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,83.979,83.979,0.0,0,0,
2023-11-20,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,6,0.0,0.0,0.0,6,0,3.4
2023-11-21,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,2,0.0,0.0,0.0,2,0,4.2
2023-11-22,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,5,0.0,0.0,0.0,6,0,5.3
2023-11-22,MY,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,3.0
2023-11-23,US,lists_499_1m,app_store,iOS,P1M,2,17.465,0.0,17.465,0,0,
2023-11-23,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,55.986,55.986,0.0,0,0,
2023-11-23,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,4,29.358,0.0,29.358,2,2,3.0
2023-11-24,US,lists_499_1m,app_store,iOS,P1M,1,6.986,0.0,6.986,0,0,
2023-11-24,VE,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,5.0
2023-11-24,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,3.0
